Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2009,14,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2009,0.27,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2009,15,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2009,0.28,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2010,53,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010,0.99,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2010,50,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010,0.97,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,103,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,0.98,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2010,58,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2010,0.55,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2010,22,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2010,0.43,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,36,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2010,0.67,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2010,36,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2010,0.34,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2010,10,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2010,0.19,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2010,26,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2010,0.48,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2011,44,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2011,0.82,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2011,42,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2011,0.81,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,86,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,0.81,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2011,44,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2011,0.42,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2011,14,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2011,0.27,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,30,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2011,0.56,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2011,25,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2011,0.24,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2011,5,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2011,0.1,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,20,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2011,0.37,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2012,48,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2012,0.89,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2012,57,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2012,1.1,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,105,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,0.99,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2012,55,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2012,0.52,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2012,24,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2012,0.46,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,31,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2012,0.58,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2012,27,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2012,0.26,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2012,11,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2012,0.21,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,16,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2012,0.3,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2013,51,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013,0.95,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2013,39,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013,0.75,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,90,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,0.85,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2013,32,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2013,0.3,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2013,14,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2013,0.27,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,18,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2013,0.33,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2013,19,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2013,0.18,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2013,7,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2013,0.13,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,12,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2013,0.22,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2014,45,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014,0.84,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2014,36,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014,0.69,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,81,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,0.76,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2014,35,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2014,0.33,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2014,14,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2014,0.27,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,21,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2014,0.39,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2014,17,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2014,0.16,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2014,8,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2014,0.15,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,9,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2014,0.17,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2015,49,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015,0.91,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2015,39,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015,0.75,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,88,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,0.83,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2015,36,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2015,0.34,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2015,16,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2015,0.31,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,20,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2015,0.37,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2015,20,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2015,0.19,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2015,8,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2015,0.15,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,12,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2015,0.22,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2016,36,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016,0.67,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2016,29,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016,0.56,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,65,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,0.61,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2016,38,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2016,0.36,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2016,11,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2016,0.21,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,27,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2016,0.5,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2016,20,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2016,0.19,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2016,3,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2016,0.06,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,17,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2016,0.31,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2017,30,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2017,0.55,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2017,36,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2017,0.69,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2017,66,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2017,0.62,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2017,30,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2017,0.28,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2017,10,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2017,0.19,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,20,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2017,0.37,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2017,18,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2017,0.17,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2017,5,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2017,0.1,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,13,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2017,0.24,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2019,39,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2019,0.72,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2019,58,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2019,1.1,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2019,97,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2019,0.91,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2019,10,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2019,0.19,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2019,29,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2019,0.27,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2019,13,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2019,0.12,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2019,1,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2019,0.02,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,12,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2019,0.22,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2019,19,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2019,0.35,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,Count,2020,77,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2020,0.72,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,Count,2020,38,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2020,0.72,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2020,14,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2020,0.26,IP - Intimate partner
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,Count,2020,39,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2020,0.72,
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2020,9,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2020,0.17,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2020,21,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2020,0.39,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2020,30,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2020,0.28,IPFM - Intimate partner or family member
Europe,Eastern Europe,Czechia,CZE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2020,15,IP - Intimate partner
